distance_km,weather,day_of_week,time_of_day,train_type,delay_min,congestion,train_no
356.0,Foggy,Sunday,Night,Express,0.0,Low,11424
1156.0,Rainy,Friday,Afternoon,Express,93.3,High,11447
1156.0,Rainy,Saturday,Afternoon,Express,226.4,High,11447
1156.0,Clear,Wednesday,Late Night,Express,0.0,Low,11447
1155.0,Foggy,Saturday,Afternoon,Express,194.9,High,11448
1155.0,Clear,Wednesday,Morning,Express,28.3,Medium,11448
1155.0,Rainy,Friday,Morning,Express,12.3,Low,11448
1561.0,Rainy,Monday,Afternoon,Express,84.2,High,11449
1561.0,Rainy,Saturday,Evening,Express,0.0,Low,11449
1561.0,Rainy,Tuesday,Afternoon,Express,32.0,Medium,11449
1564.0,Clear,Wednesday,Late Night,Express,0.0,Low,11450
1564.0,Foggy,Wednesday,Late Night,Express,226.7,High,11450
1564.0,Clear,Sunday,Evening,Express,93.4,High,11450
1416.0,Rainy,Saturday,Evening,Express,28.2,Medium,11463
1416.0,Rainy,Thursday,Morning,Express,148.9,High,11463
1416.0,Clear,Sunday,Afternoon,Express,62.5,High,11463
1417.0,Clear,Sunday,Night,Express,48.3,High,11464
1417.0,Foggy,Monday,Evening,Express,214.9,High,11464
1417.0,Rainy,Wednesday,Morning,Express,203.0,High,11464
1572.0,Foggy,Thursday,Morning,Express,56.3,High,11465
1572.0,Rainy,Friday,Evening,Express,46.7,High,11465
1572.0,Rainy,Monday,Evening,Express,79.2,High,11465
1575.0,Foggy,Thursday,Afternoon,Express,0.0,Low,11466
1575.0,Clear,Friday,Late Night,Express,0.0,Low,11466
1575.0,Rainy,Tuesday,Late Night,Express,157.1,High,11466
344.0,Foggy,Saturday,Morning,Express,344.0,High,11651
344.0,Rainy,Saturday,Evening,Express,69.0,High,11651
344.0,Rainy,Tuesday,Morning,Express,123.8,High,11651
345.0,Clear,Wednesday,Morning,Express,72.3,High,11652
345.0,Rainy,Monday,Morning,Express,371.2,High,11652
345.0,Clear,Tuesday,Late Night,Express,65.5,High,11652
751.0,Rainy,Wednesday,Night,Express,51.8,High,11701
751.0,Foggy,Thursday,Late Night,Express,0.0,Low,11701
751.0,Foggy,Thursday,Afternoon,Express,0.0,Low,11701
751.0,Foggy,Sunday,Morning,Express,148.1,High,11702
751.0,Rainy,Thursday,Late Night,Express,7.0,Low,11702
751.0,Rainy,Saturday,Morning,Express,0.0,Low,11702
823.0,Rainy,Thursday,Afternoon,Express,19.9,Medium,11703
823.0,Rainy,Sunday,Afternoon,Express,0.0,Low,11703
823.0,Rainy,Saturday,Morning,Express,368.6,High,11703
821.0,Rainy,Saturday,Late Night,Express,136.0,High,11704
821.0,Rainy,Thursday,Morning,Express,97.9,High,11704
821.0,Rainy,Monday,Afternoon,Express,204.6,High,11704
215.0,Rainy,Saturday,Morning,Express,107.5,High,11801
215.0,Clear,Monday,Late Night,Express,0.5,Low,11801
215.0,Clear,Tuesday,Evening,Express,127.5,High,11801
215.0,Clear,Tuesday,Late Night,Express,43.8,High,11802
215.0,Clear,Tuesday,Late Night,Express,0.0,Low,11802
215.0,Foggy,Sunday,Afternoon,Express,58.2,High,11802
292.0,Clear,Sunday,Evening,Express,0.0,Low,11901
292.0,Clear,Monday,Late Night,Express,0.0,Low,11901
292.0,Rainy,Tuesday,Afternoon,Express,115.6,High,11901
294.0,Foggy,Sunday,Evening,Express,294.3,High,11902
294.0,Clear,Saturday,Morning,Express,0.0,Low,11902
294.0,Clear,Monday,Afternoon,Express,72.6,High,11902
1332.0,Rainy,Friday,Afternoon,Express,27.2,Medium,1196
1332.0,Rainy,Tuesday,Morning,Express,47.0,High,1196
1332.0,Rainy,Tuesday,Morning,Express,34.3,Medium,1196
688.0,Foggy,Friday,Night,Express,1.1,Low,12001
688.0,Clear,Thursday,Morning,Express,71.0,High,12001
688.0,Rainy,Friday,Evening,Express,5.2,Low,12001
690.0,Foggy,Thursday,Morning,Express,141.0,High,12002
690.0,Foggy,Friday,Afternoon,Express,92.3,High,12002
690.0,Clear,Wednesday,Late Night,Express,24.0,Medium,12002
504.0,Rainy,Monday,Morning,Express,0.0,Low,12003
504.0,Rainy,Thursday,Night,Express,20.7,Medium,12003
504.0,Foggy,Thursday,Morning,Express,186.8,High,12003
504.0,Foggy,Monday,Night,Express,109.1,High,12004
504.0,Clear,Friday,Evening,Express,0.0,Low,12004
504.0,Clear,Tuesday,Morning,Express,63.4,High,12004
268.0,Rainy,Saturday,Late Night,Express,101.2,High,12005
268.0,Foggy,Saturday,Late Night,Express,0.0,Low,12005
268.0,Rainy,Friday,Night,Express,105.4,High,12005
268.0,Foggy,Thursday,Evening,Express,20.3,Medium,12006
268.0,Foggy,Thursday,Late Night,Express,80.8,High,12006
268.0,Clear,Sunday,Morning,Express,7.9,Low,12006
498.0,Foggy,Saturday,Late Night,Express,0.0,Low,12007
498.0,Clear,Thursday,Night,Express,0.0,Low,12007
498.0,Clear,Wednesday,Night,Express,41.5,High,12007
499.0,Rainy,Thursday,Night,Express,78.6,High,12008
499.0,Foggy,Wednesday,Morning,Express,0.0,Low,12008
499.0,Rainy,Saturday,Evening,Express,177.9,High,12008
490.0,Rainy,Tuesday,Evening,Shatabdi,0.0,Low,12009
490.0,Foggy,Monday,Night,Shatabdi,10.8,Low,12009
490.0,Clear,Monday,Morning,Shatabdi,0.0,Low,12009
490.0,Rainy,Saturday,Morning,Shatabdi,2.5,Low,12010
490.0,Foggy,Sunday,Evening,Shatabdi,18.3,Medium,12010
490.0,Clear,Monday,Late Night,Shatabdi,0.0,Low,12010
268.0,Foggy,Friday,Late Night,Express,32.4,Medium,12011
268.0,Rainy,Thursday,Morning,Express,170.8,High,12011
268.0,Rainy,Sunday,Night,Express,20.4,Medium,12011
268.0,Foggy,Wednesday,Morning,Express,161.4,High,12012
268.0,Foggy,Wednesday,Evening,Express,0.0,Low,12012
268.0,Clear,Friday,Late Night,Express,58.0,High,12012
447.0,Clear,Saturday,Afternoon,Express,158.7,High,12013
447.0,Rainy,Sunday,Afternoon,Express,0.0,Low,12013
447.0,Clear,Sunday,Evening,Express,5.5,Low,12013
447.0,Foggy,Monday,Evening,Express,150.1,High,12014
447.0,Rainy,Tuesday,Late Night,Express,32.2,Medium,12014
447.0,Rainy,Sunday,Late Night,Express,71.7,High,12014
442.0,Foggy,Saturday,Late Night,Express,20.8,Medium,12015
442.0,Foggy,Monday,Late Night,Express,57.9,High,12015
442.0,Foggy,Monday,Evening,Express,74.2,High,12015
442.0,Clear,Saturday,Evening,Express,167.6,High,12016
442.0,Rainy,Wednesday,Evening,Express,92.7,High,12016
442.0,Clear,Sunday,Afternoon,Express,71.1,High,12016
314.0,Clear,Saturday,Late Night,Express,21.0,Medium,12017
314.0,Rainy,Tuesday,Morning,Express,32.6,Medium,12017
314.0,Foggy,Monday,Morning,Express,46.8,High,12017
314.0,Foggy,Tuesday,Late Night,Express,65.8,High,12018
314.0,Rainy,Thursday,Night,Express,29.1,Medium,12018
314.0,Rainy,Wednesday,Afternoon,Express,75.5,High,12018
436.0,Rainy,Sunday,Evening,Express,289.8,High,12019
436.0,Foggy,Monday,Late Night,Express,104.8,High,12019
436.0,Clear,Tuesday,Afternoon,Express,26.7,Medium,12019
434.0,Foggy,Saturday,Morning,Express,294.3,High,12020
434.0,Clear,Thursday,Evening,Express,30.0,Medium,12020
434.0,Foggy,Thursday,Night,Express,0.0,Low,12020
402.0,Foggy,Thursday,Night,Express,0.0,Low,12021
402.0,Rainy,Sunday,Afternoon,Express,0.0,Low,12021
402.0,Foggy,Wednesday,Morning,Express,52.3,High,12021
401.0,Rainy,Wednesday,Morning,Express,78.1,High,12022
401.0,Foggy,Thursday,Late Night,Express,150.9,High,12022
401.0,Foggy,Monday,Evening,Express,121.9,High,12022
530.0,Clear,Friday,Night,Express,38.8,Medium,12023
530.0,Clear,Tuesday,Morning,Express,112.1,High,12023
530.0,Rainy,Sunday,Afternoon,Express,0.0,Low,12023
531.0,Clear,Wednesday,Evening,Express,67.5,High,12024
531.0,Rainy,Monday,Morning,Express,166.8,High,12024
531.0,Rainy,Tuesday,Night,Express,0.0,Low,12024
598.0,Clear,Friday,Night,Express,122.7,High,12025
598.0,Foggy,Friday,Afternoon,Express,131.2,High,12025
598.0,Foggy,Monday,Evening,Express,50.4,High,12025
598.0,Rainy,Thursday,Morning,Express,156.8,High,12026
598.0,Clear,Monday,Night,Express,161.8,High,12026
598.0,Rainy,Thursday,Late Night,Express,59.2,High,12026
360.0,Foggy,Saturday,Night,Express,106.9,High,12027
360.0,Foggy,Wednesday,Night,Express,28.3,Medium,12027
360.0,Clear,Monday,Night,Express,1.2,Low,12027
361.0,Rainy,Sunday,Afternoon,Express,135.3,High,12028
361.0,Foggy,Sunday,Night,Express,1.5,Low,12028
361.0,Foggy,Monday,Evening,Express,94.4,High,12028
447.0,Rainy,Tuesday,Morning,Express,35.4,Medium,12029
447.0,Rainy,Thursday,Late Night,Express,71.4,High,12029
447.0,Foggy,Thursday,Morning,Express,135.3,High,12029
447.0,Rainy,Tuesday,Evening,Express,157.2,High,12030
447.0,Rainy,Monday,Afternoon,Express,27.5,Medium,12030
447.0,Foggy,Friday,Morning,Express,80.1,High,12030
447.0,Foggy,Sunday,Afternoon,Express,0.0,Low,12031
447.0,Rainy,Saturday,Evening,Express,49.6,High,12031
447.0,Foggy,Tuesday,Afternoon,Express,98.1,High,12031
447.0,Clear,Wednesday,Afternoon,Express,79.9,High,12032
447.0,Clear,Friday,Afternoon,Express,0.0,Low,12032
447.0,Clear,Tuesday,Morning,Express,111.0,High,12032
430.0,Foggy,Thursday,Night,Express,171.7,High,12033
430.0,Foggy,Thursday,Late Night,Express,77.1,High,12033
430.0,Foggy,Saturday,Late Night,Express,209.7,High,12033
430.0,Foggy,Wednesday,Late Night,Express,5.5,Low,12034
430.0,Foggy,Tuesday,Evening,Express,0.0,Low,12034
430.0,Rainy,Thursday,Morning,Express,0.0,Low,12034
240.0,Rainy,Sunday,Evening,Express,214.1,High,12035
240.0,Rainy,Monday,Late Night,Express,73.9,High,12035
240.0,Rainy,Monday,Late Night,Express,39.6,Medium,12035
240.0,Rainy,Thursday,Night,Express,71.7,High,12036
240.0,Clear,Wednesday,Morning,Express,0.0,Low,12036
240.0,Rainy,Saturday,Morning,Express,379.1,High,12036
328.0,Clear,Friday,Late Night,Express,42.5,High,12037
328.0,Foggy,Thursday,Night,Express,72.6,High,12037
328.0,Foggy,Sunday,Late Night,Express,100.2,High,12037
328.0,Foggy,Thursday,Morning,Express,144.5,High,12038
328.0,Foggy,Wednesday,Afternoon,Express,81.9,High,12038
328.0,Foggy,Friday,Night,Express,7.4,Low,12038
283.0,Clear,Thursday,Morning,Express,87.9,High,12039
283.0,Clear,Saturday,Evening,Express,211.5,High,12039
283.0,Clear,Saturday,Late Night,Express,99.4,High,12039
283.0,Clear,Tuesday,Morning,Express,146.5,High,12040
283.0,Foggy,Thursday,Night,Express,26.3,Medium,12040
283.0,Foggy,Friday,Late Night,Express,0.0,Low,12040
560.0,Clear,Wednesday,Evening,Express,46.0,High,12041
560.0,Rainy,Thursday,Night,Express,66.0,High,12041
560.0,Rainy,Monday,Late Night,Express,108.7,High,12041
560.0,Foggy,Monday,Evening,Express,0.0,Low,12042
560.0,Rainy,Friday,Morning,Express,291.3,High,12042
560.0,Foggy,Wednesday,Night,Express,52.9,High,12042
397.0,Rainy,Sunday,Late Night,Express,25.3,Medium,12043
397.0,Clear,Monday,Evening,Express,0.0,Low,12043
397.0,Foggy,Wednesday,Afternoon,Express,0.0,Low,12043
397.0,Rainy,Tuesday,Night,Express,102.6,High,12044
397.0,Foggy,Wednesday,Morning,Express,94.6,High,12044
397.0,Foggy,Saturday,Night,Express,0.0,Low,12044
243.0,Rainy,Saturday,Afternoon,Express,0.0,Low,12045
243.0,Foggy,Monday,Late Night,Express,29.8,Medium,12045
243.0,Foggy,Friday,Night,Express,213.6,High,12045
243.0,Rainy,Wednesday,Morning,Express,50.2,High,12046
243.0,Rainy,Tuesday,Afternoon,Express,0.0,Low,12046
243.0,Rainy,Tuesday,Night,Express,35.6,Medium,12046
385.0,Clear,Tuesday,Afternoon,Express,28.7,Medium,12047
385.0,Clear,Sunday,Evening,Express,0.0,Low,12047
385.0,Clear,Sunday,Late Night,Express,32.9,Medium,12047
385.0,Foggy,Monday,Late Night,Express,37.8,Medium,12048
385.0,Foggy,Sunday,Evening,Express,172.7,High,12048
385.0,Foggy,Friday,Afternoon,Express,270.3,High,12048
181.0,Rainy,Tuesday,Afternoon,Express,122.2,High,12049
181.0,Clear,Sunday,Late Night,Express,22.2,Medium,12049
181.0,Clear,Monday,Night,Express,0.0,Low,12049
183.0,Rainy,Saturday,Evening,Express,354.1,High,12050
183.0,Foggy,Thursday,Afternoon,Express,71.8,High,12050
183.0,Foggy,Sunday,Evening,Express,89.4,High,12050
581.0,Foggy,Tuesday,Night,Shatabdi,10.8,Low,12051
581.0,Foggy,Wednesday,Afternoon,Shatabdi,15.7,Medium,12051
581.0,Rainy,Wednesday,Afternoon,Shatabdi,8.8,Low,12051
585.0,Foggy,Thursday,Late Night,Express,19.2,Medium,12052
585.0,Rainy,Sunday,Evening,Express,34.2,Medium,12052
585.0,Rainy,Friday,Late Night,Express,55.5,High,12052
406.0,Rainy,Sunday,Afternoon,Express,26.8,Medium,12053
406.0,Clear,Tuesday,Late Night,Express,5.5,Low,12053
406.0,Rainy,Saturday,Morning,Express,120.3,High,12053
406.0,Rainy,Friday,Evening,Express,65.2,High,12054
406.0,Clear,Sunday,Late Night,Express,96.2,High,12054
406.0,Clear,Monday,Evening,Express,0.0,Low,12054
304.0,Clear,Thursday,Evening,Express,119.6,High,12055
304.0,Foggy,Sunday,Afternoon,Express,187.7,High,12055
304.0,Rainy,Tuesday,Morning,Express,0.0,Low,12055
304.0,Rainy,Monday,Evening,Express,45.3,High,12056
304.0,Rainy,Thursday,Morning,Express,46.5,High,12056
304.0,Foggy,Tuesday,Evening,Express,0.0,Low,12056
386.0,Rainy,Wednesday,Morning,Express,8.4,Low,12057
386.0,Clear,Wednesday,Morning,Express,0.0,Low,12057
386.0,Clear,Sunday,Evening,Express,180.5,High,12057
386.0,Clear,Monday,Afternoon,Express,95.0,High,12058
386.0,Rainy,Saturday,Night,Express,180.7,High,12058
386.0,Clear,Thursday,Night,Express,75.4,High,12058
447.0,Foggy,Monday,Morning,Express,0.0,Low,12059
447.0,Clear,Tuesday,Evening,Express,20.6,Medium,12059
447.0,Clear,Saturday,Late Night,Express,65.4,High,12059
450.0,Foggy,Thursday,Late Night,Express,0.0,Low,12060
450.0,Clear,Tuesday,Evening,Express,93.4,High,12060
450.0,Rainy,Monday,Morning,Express,62.3,High,12060
330.0,Clear,Saturday,Night,Express,29.4,Medium,12061
330.0,Foggy,Monday,Night,Express,117.1,High,12061
330.0,Clear,Friday,Night,Express,71.9,High,12061
330.0,Foggy,Saturday,Morning,Express,69.8,High,12062
330.0,Foggy,Tuesday,Late Night,Express,106.2,High,12062
330.0,Foggy,Wednesday,Afternoon,Express,0.0,Low,12062
389.0,Rainy,Friday,Morning,Express,168.5,High,12065
389.0,Rainy,Friday,Afternoon,Express,127.7,High,12065
389.0,Rainy,Saturday,Afternoon,Express,53.0,High,12065
389.0,Foggy,Friday,Morning,Express,155.2,High,12066
389.0,Rainy,Friday,Morning,Express,0.0,Low,12066
389.0,Foggy,Sunday,Late Night,Express,115.5,High,12066
376.0,Foggy,Monday,Late Night,Express,40.4,High,12067
376.0,Rainy,Monday,Night,Express,23.2,Medium,12067
376.0,Foggy,Wednesday,Night,Express,131.7,High,12067
375.0,Rainy,Wednesday,Morning,Express,14.8,Low,12068
375.0,Clear,Tuesday,Evening,Express,0.0,Low,12068
375.0,Foggy,Sunday,Morning,Express,0.0,Low,12068
419.0,Foggy,Tuesday,Evening,Express,137.6,High,12069
419.0,Clear,Friday,Evening,Express,0.0,Low,12069
419.0,Rainy,Sunday,Afternoon,Express,213.7,High,12069
411.0,Foggy,Saturday,Night,Express,0.0,Low,12070
411.0,Rainy,Sunday,Afternoon,Express,208.3,High,12070
411.0,Clear,Saturday,Morning,Express,95.3,High,12070
422.0,Rainy,Wednesday,Morning,Shatabdi,11.5,Low,12071
422.0,Clear,Sunday,Morning,Shatabdi,3.1,Low,12071
422.0,Clear,Wednesday,Morning,Shatabdi,14.5,Low,12071
422.0,Rainy,Thursday,Late Night,Shatabdi,7.4,Low,12072
422.0,Foggy,Wednesday,Night,Shatabdi,25.9,Medium,12072
422.0,Clear,Wednesday,Afternoon,Shatabdi,8.4,Low,12072
442.0,Rainy,Sunday,Morning,Express,109.4,High,12073
442.0,Foggy,Wednesday,Evening,Express,48.0,High,12073
442.0,Clear,Thursday,Evening,Express,52.7,High,12073
441.0,Rainy,Thursday,Night,Express,80.0,High,12074
441.0,Rainy,Thursday,Afternoon,Express,0.0,Low,12074
441.0,Foggy,Wednesday,Night,Express,0.0,Low,12074
399.0,Foggy,Sunday,Evening,Express,178.9,High,12075
399.0,Clear,Monday,Night,Express,49.7,High,12075
399.0,Rainy,Sunday,Late Night,Express,39.0,Medium,12075
398.0,Clear,Wednesday,Late Night,Express,30.0,Medium,12076
398.0,Rainy,Monday,Morning,Express,117.4,High,12076
398.0,Rainy,Wednesday,Evening,Express,27.0,Medium,12076
453.0,Rainy,Saturday,Late Night,Express,6.5,Low,12077
453.0,Rainy,Saturday,Afternoon,Express,103.0,High,12077
453.0,Rainy,Thursday,Evening,Express,0.0,Low,12077
453.0,Clear,Friday,Evening,Express,98.2,High,12078
453.0,Rainy,Saturday,Evening,Express,0.0,Low,12078
453.0,Clear,Saturday,Morning,Express,170.0,High,12078
470.0,Foggy,Wednesday,Night,Shatabdi,17.4,Medium,12079
470.0,Foggy,Monday,Afternoon,Shatabdi,17.5,Medium,12079
470.0,Clear,Saturday,Late Night,Shatabdi,16.8,Medium,12079
468.0,Rainy,Tuesday,Morning,Shatabdi,43.4,High,12080
468.0,Clear,Sunday,Afternoon,Shatabdi,20.9,Medium,12080
468.0,Foggy,Wednesday,Evening,Shatabdi,0.0,Low,12080
500.0,Rainy,Monday,Late Night,Express,0.0,Low,12081
500.0,Foggy,Saturday,Afternoon,Express,28.0,Medium,12081
500.0,Rainy,Wednesday,Evening,Express,75.7,High,12081
499.0,Rainy,Friday,Morning,Express,164.7,High,12082
499.0,Clear,Wednesday,Late Night,Express,5.2,Low,12082
499.0,Rainy,Saturday,Evening,Express,124.8,High,12082
361.0,Rainy,Monday,Afternoon,Express,8.7,Low,12083
361.0,Clear,Thursday,Afternoon,Express,13.7,Low,12083
361.0,Foggy,Friday,Night,Express,0.0,Low,12083
361.0,Clear,Sunday,Evening,Express,0.0,Low,12084
361.0,Rainy,Tuesday,Night,Express,0.0,Low,12084
361.0,Foggy,Saturday,Evening,Express,0.0,Low,12084
506.0,Rainy,Monday,Afternoon,Express,148.9,High,12085
506.0,Clear,Thursday,Morning,Express,0.0,Low,12085
506.0,Clear,Monday,Night,Express,174.0,High,12085
505.0,Foggy,Saturday,Evening,Express,184.3,High,12086
505.0,Rainy,Friday,Morning,Express,125.6,High,12086
505.0,Foggy,Wednesday,Evening,Express,1.6,Low,12086
332.0,Clear,Sunday,Afternoon,Express,88.2,High,12087
332.0,Rainy,Tuesday,Late Night,Express,13.7,Low,12087
332.0,Clear,Sunday,Afternoon,Express,55.8,High,12087
332.0,Clear,Sunday,Afternoon,Express,192.3,High,12088
332.0,Rainy,Wednesday,Morning,Express,66.1,High,12088
332.0,Foggy,Wednesday,Late Night,Express,105.7,High,12088
1956.0,Rainy,Tuesday,Late Night,Express,13.3,Low,12101
1956.0,Foggy,Monday,Morning,Express,152.1,High,12101
1956.0,Rainy,Saturday,Night,Express,369.3,High,12101
1963.0,Foggy,Friday,Night,Express,36.8,Medium,12102
1963.0,Rainy,Sunday,Night,Express,322.1,High,12102
1963.0,Foggy,Tuesday,Morning,Express,260.9,High,12102
1478.0,Rainy,Thursday,Morning,Express,43.5,High,12103
1478.0,Rainy,Wednesday,Late Night,Express,102.8,High,12103
1478.0,Clear,Saturday,Late Night,Express,125.9,High,12103
1478.0,Foggy,Sunday,Afternoon,Express,199.9,High,12104
1478.0,Clear,Friday,Night,Express,0.0,Low,12104
1478.0,Clear,Friday,Morning,Express,17.4,Medium,12104
971.0,Clear,Tuesday,Evening,Express,44.7,High,12105
971.0,Clear,Saturday,Evening,Express,79.9,High,12105
971.0,Clear,Friday,Evening,Express,138.6,High,12105
972.0,Rainy,Wednesday,Morning,Express,113.9,High,12106
972.0,Clear,Wednesday,Late Night,Express,0.0,Low,12106
972.0,Clear,Friday,Evening,Express,116.4,High,12106
1408.0,Foggy,Friday,Morning,Express,273.8,High,12107
1408.0,Foggy,Friday,Afternoon,Express,203.4,High,12107
1408.0,Foggy,Tuesday,Afternoon,Express,213.3,High,12107
1408.0,Foggy,Saturday,Late Night,Express,182.6,High,12108
1408.0,Foggy,Sunday,Evening,Express,209.5,High,12108
1408.0,Foggy,Sunday,Morning,Express,136.9,High,12108
260.0,Clear,Monday,Morning,Express,0.0,Low,12109
260.0,Foggy,Wednesday,Late Night,Express,66.0,High,12109
260.0,Foggy,Sunday,Afternoon,Express,94.0,High,12109
260.0,Foggy,Friday,Night,Express,97.0,High,12110
260.0,Foggy,Thursday,Morning,Express,0.0,Low,12110
260.0,Foggy,Wednesday,Late Night,Express,0.0,Low,12110
676.0,Foggy,Thursday,Evening,Express,217.9,High,12111
676.0,Clear,Wednesday,Night,Express,40.2,High,12111
676.0,Rainy,Saturday,Morning,Express,212.3,High,12111
676.0,Clear,Thursday,Afternoon,Express,53.2,High,12112
676.0,Rainy,Thursday,Night,Express,67.1,High,12112
676.0,Clear,Friday,Evening,Express,151.4,High,12112
895.0,Clear,Sunday,Evening,Express,29.9,Medium,12113
895.0,Foggy,Saturday,Evening,Express,151.1,High,12113
895.0,Rainy,Tuesday,Night,Express,30.1,Medium,12113
895.0,Rainy,Friday,Late Night,Express,32.5,Medium,12114
895.0,Clear,Tuesday,Evening,Express,39.3,Medium,12114
895.0,Rainy,Wednesday,Morning,Express,115.6,High,12114
456.0,Rainy,Tuesday,Afternoon,Express,27.2,Medium,12115
456.0,Clear,Wednesday,Morning,Express,136.1,High,12115
456.0,Rainy,Thursday,Late Night,Express,0.0,Low,12115
457.0,Clear,Sunday,Afternoon,Express,40.6,High,12116
457.0,Rainy,Saturday,Late Night,Express,29.3,Medium,12116
457.0,Rainy,Sunday,Afternoon,Express,191.7,High,12116
244.0,Clear,Friday,Night,Express,56.3,High,12117
244.0,Rainy,Wednesday,Night,Express,107.8,High,12117
244.0,Rainy,Monday,Morning,Express,0.0,Low,12117
244.0,Rainy,Thursday,Late Night,Express,55.3,High,12118
244.0,Clear,Friday,Afternoon,Express,103.0,High,12118
244.0,Rainy,Monday,Morning,Express,86.0,High,12118
180.0,Rainy,Friday,Night,Express,138.6,High,12119
180.0,Foggy,Wednesday,Night,Express,22.5,Medium,12119
180.0,Foggy,Sunday,Morning,Express,248.6,High,12119
180.0,Clear,Tuesday,Night,Express,124.5,High,12120
180.0,Rainy,Sunday,Evening,Express,45.0,High,12120
180.0,Rainy,Monday,Evening,Express,34.6,Medium,12120
883.0,Rainy,Friday,Morning,Express,317.6,High,12121
883.0,Foggy,Wednesday,Afternoon,Express,226.4,High,12121
883.0,Foggy,Monday,Evening,Express,42.9,High,12121
886.0,Rainy,Thursday,Late Night,Express,28.3,Medium,12122
886.0,Foggy,Sunday,Evening,Express,78.9,High,12122
886.0,Foggy,Monday,Late Night,Express,0.0,Low,12122
191.0,Clear,Thursday,Morning,Express,0.0,Low,12123
191.0,Rainy,Friday,Evening,Express,0.0,Low,12123
191.0,Rainy,Tuesday,Afternoon,Express,6.6,Low,12123
191.0,Foggy,Thursday,Late Night,Express,45.4,High,12124
191.0,Foggy,Monday,Morning,Express,111.2,High,12124
191.0,Clear,Saturday,Afternoon,Express,148.8,High,12124
190.0,Rainy,Friday,Night,Express,0.0,Low,12125
190.0,Rainy,Friday,Afternoon,Express,148.2,High,12125
190.0,Foggy,Wednesday,Afternoon,Express,46.3,High,12125
190.0,Foggy,Tuesday,Evening,Express,69.4,High,12126
190.0,Rainy,Saturday,Late Night,Express,93.1,High,12126
190.0,Rainy,Wednesday,Late Night,Express,0.0,Low,12126
191.0,Foggy,Friday,Late Night,Express,80.2,High,12127
191.0,Rainy,Wednesday,Late Night,Express,44.7,High,12127
191.0,Rainy,Wednesday,Morning,Express,109.1,High,12127
